ae train,ae test,ae norm,ae pos,ae quat,ae kld
1.7305987,1.4438714,0.012105332,14.009987,0.32838953,2.7759886
1.3099058,1.2523957,0.011455562,10.285061,0.28025422,3.3697138
1.1500683,1.1223996,0.012143674,8.946972,0.2541567,3.612148
1.0691999,1.0285991,0.013049483,8.305521,0.23734295,3.677286
0.97525525,0.99140203,0.013023045,7.519888,0.22196409,3.833477
0.92358094,0.9543085,0.012963512,7.11229,0.21105567,3.8561938
0.8674289,0.87384176,0.012761617,6.647815,0.20137113,3.9055738
0.8281543,0.83305836,0.012569951,6.331343,0.19376296,3.9325612
0.7845789,0.7852104,0.012372492,5.9689155,0.18645006,4.0064974
0.757128,0.7767421,0.012310214,5.755832,0.18031372,4.015938
0.72886753,0.7610317,0.012249047,5.5302978,0.17461284,4.026534
0.6992157,0.71465915,0.012118325,5.287089,0.16929498,4.0522194
0.6769594,0.70148146,0.011916766,5.110928,0.16467488,4.0969176
0.66206145,0.6751827,0.011750963,5.000492,0.16083717,4.089535
0.63939375,0.6651083,0.011525565,4.817176,0.15652359,4.1226025
0.62094,0.62727714,0.011302317,4.669618,0.15284799,4.148069
0.60328776,0.6314864,0.0111574335,4.52762,0.14941004,4.1695385
0.5903395,0.6217803,0.010986142,4.4289956,0.14634125,4.183116
0.5773877,0.60240114,0.010862621,4.3287554,0.1434259,4.1949816
0.5650248,0.5872459,0.010728464,4.2344284,0.14050913,4.1664724
0.5525802,0.57714814,0.01060141,4.137299,0.13779013,4.188477
0.55033636,0.5861179,0.010484806,4.074988,0.1354702,3.79131
0.55681896,0.5674055,0.010422115,4.0994496,0.13404791,3.535181
0.5425276,0.59367645,0.010278227,3.938277,0.13083634,3.367144
0.54009426,0.56654114,0.010194566,3.8933394,0.12844494,3.1943808
0.53836703,0.563876,0.010082801,3.8538263,0.12644802,3.0633736
0.5366592,0.5658567,0.01003901,3.8134954,0.12448481,2.9820895
0.5325064,0.55781657,0.009931216,3.7596102,0.12218384,2.8601465
0.5310022,0.54293346,0.009853437,3.7270298,0.12038896,2.7693694
0.53134084,0.54945433,0.009798758,3.7071207,0.11914348,2.7003598
0.5245029,0.54343927,0.009701225,3.6259265,0.1171424,2.6278605
0.5257033,0.56661284,0.009622771,3.6256597,0.11553144,2.5441976
0.5227827,0.54770195,0.00953964,3.5813377,0.113932416,2.4881263
0.5208969,0.62742215,0.0094717,3.5491145,0.11241841,2.4286118
0.5179209,0.5359081,0.009395867,3.5045311,0.11089351,2.384344
0.5274813,0.5538911,0.009339288,3.5717316,0.11094867,2.3370209
0.51835644,0.5378242,0.00928601,3.4661236,0.10923105,2.309415
0.51518553,0.5354624,0.009180597,3.432179,0.107612684,2.2389488
0.5181811,0.5405113,0.009121231,3.4447174,0.10697816,2.1939697
0.51238006,0.5382247,0.009009068,3.382814,0.105342016,2.1428123
0.51091444,0.5303099,0.008936198,3.3644567,0.10400599,2.0870743
0.549816,0.5241434,0.008991094,3.6751695,0.109282136,2.0605092
0.5355772,0.5400465,0.0088685425,3.533108,0.1061118,2.0527549
0.5020546,0.5221184,0.008704181,3.2469447,0.100572795,1.9804393
0.5027899,0.532209,0.00861812,3.2504942,0.09944804,1.9357665
0.50632876,0.53607506,0.008568949,3.2700129,0.098817386,1.9116762
0.50124,0.51877266,0.008475096,3.209829,0.09755986,1.8888398
0.50286835,0.5280434,0.00842511,3.2153254,0.09680316,1.8597827
0.50492895,0.52936417,0.008380584,3.2282088,0.09624648,1.8219327
0.49767444,0.5314526,0.008312727,3.1408389,0.09481635,1.8195089
0.500824,0.5184937,0.008254415,3.16091,0.094427876,1.7895932
0.49658504,0.52077365,0.008162036,3.1222432,0.0932967,1.7467315
0.4969255,0.5248421,0.008117794,3.1094475,0.092527896,1.7370203
0.49814036,0.52195567,0.008086226,3.1088228,0.092092544,1.7155802
0.49508843,0.51324105,0.008005578,3.0783172,0.09115993,1.6816978
0.49729058,0.519207,0.0079644285,3.0908203,0.09077968,1.6565554
0.49782068,0.5152016,0.00792309,3.0783443,0.090152435,1.650691
0.49108586,0.5239821,0.007860995,3.0091279,0.089001335,1.6278745
0.4998813,0.5285472,0.0078185005,3.085158,0.08924536,1.600078
0.48871696,0.5201125,0.0077753277,2.9680476,0.087632895,1.5923356
0.49716425,0.5201,0.007752985,3.0273051,0.08790913,1.586239
0.49391007,0.51898706,0.0076638726,2.9860356,0.08672835,1.5777335
0.50686896,0.51514584,0.0076926365,3.0804439,0.08761144,1.5777687
0.49198273,0.5176049,0.007583127,2.9481514,0.085717075,1.5445424
0.49165642,0.51616347,0.007563618,2.954285,0.08526978,1.5027522
0.49397984,0.50554407,0.007517286,2.9618764,0.084953085,1.4944983
0.49276626,0.5218012,0.0074977847,2.9404554,0.084327005,1.4823117
0.4880137,0.5290449,0.0074324105,2.903455,0.08352884,1.4476098
0.49135822,0.5190842,0.00741265,2.9198241,0.08343197,1.4400321
0.49111778,0.51027095,0.00734163,2.9091446,0.08281298,1.4284426
0.48967406,0.5222914,0.007307362,2.8844771,0.08231987,1.4181086
0.4939706,0.5109915,0.0072838967,2.9017498,0.08215243,1.4225276
0.49609527,0.51198757,0.007269046,2.9271996,0.08223136,1.3894268
0.48476687,0.52031857,0.007209037,2.8350232,0.08091094,1.3543324
0.49434215,0.5189802,0.007228569,2.8817313,0.081322186,1.3791561
0.4877556,0.50401765,0.00715721,2.8300414,0.08032793,1.3495393
0.487479,0.5142775,0.007126992,2.829806,0.07998119,1.326477
0.4884086,0.5085511,0.0071600624,2.8298876,0.07925311,1.3205339
0.48533204,0.50945467,0.0070873457,2.8166442,0.078588076,1.2865946
0.4928442,0.50618666,0.0070473836,2.848545,0.07902084,1.3043809
0.48744455,0.5087205,0.006995323,2.7923744,0.07799706,1.2951057
0.4871915,0.5303864,0.006967279,2.8036869,0.07767739,1.2844867
0.52241796,0.5117197,0.0070527485,3.069216,0.08153538,1.3325573
0.48243657,0.50927347,0.006894581,2.739978,0.07683455,1.3091476
0.50046426,0.5039971,0.0069086775,2.91152,0.0784242,1.301972
0.4793487,0.51811403,0.0068582403,2.741061,0.07641563,1.2814112
0.47821805,0.49585605,0.0067988588,2.739,0.07595502,1.2768312
0.4812643,0.5147633,0.0068004606,2.7821558,0.07617991,1.2618876
0.46861354,0.49719772,0.0067184484,2.6763303,0.0748619,1.2544676
0.4711405,0.4972922,0.0066878744,2.705244,0.07468729,1.2526002
0.5073593,0.50849897,0.0067659724,3.0381134,0.078578,1.2429338
0.4642344,0.48623973,0.0066613723,2.6521597,0.07429226,1.2406006
0.46231782,0.4929747,0.006628851,2.644263,0.07367377,1.2355483
0.46013513,0.48722267,0.006578768,2.637892,0.07308013,1.2260789
0.46384668,0.48210478,0.006558559,2.673135,0.07320939,1.2266792
0.46758753,0.47514254,0.0065916902,2.7019668,0.073642366,1.2308929
0.45685393,0.48345295,0.0065031494,2.6135776,0.07227055,1.2257527
0.45395792,0.48234966,0.00647142,2.6045423,0.07179955,1.2105697
0.4555966,0.47776622,0.006457237,2.6317236,0.0718217,1.1995678
0.45092702,0.4700874,0.0064117196,2.5934567,0.07118005,1.1976014
0.23104914,0.24258949,0.006231645,1.651024,0.06532358,1.8993906
0.21181001,0.23648915,0.006149336,1.4734505,0.063850015,2.272444
0.20611249,0.23612832,0.0061027845,1.4223579,0.06326639,2.475417
0.20359291,0.23142797,0.006062685,1.4010032,0.062886305,2.6222315
0.19973633,0.22533184,0.0060337796,1.3667634,0.062456638,2.743827
0.19848071,0.2295711,0.0059965253,1.3572545,0.06215562,2.842216
0.19736125,0.22022992,0.0059683956,1.3485954,0.061904863,2.9364972
0.1940484,0.22114336,0.005943916,1.3192294,0.06153107,3.029826
0.19348575,0.21860118,0.005920141,1.316139,0.061279822,3.1279795
0.19164227,0.21861373,0.005893784,1.3007385,0.06097904,3.240245
0.1909591,0.2168155,0.0058661015,1.2962801,0.06074446,3.340094
0.18993832,0.21407364,0.0058433213,1.2885219,0.060501777,3.4522922
0.18839346,0.21660326,0.005822491,1.2756326,0.06024797,3.5361066
0.18857355,0.21449538,0.005799767,1.2792164,0.060071923,3.596605
0.1858247,0.21238768,0.005781738,1.25453,0.059793547,3.6724381
0.18553115,0.21060131,0.0057589114,1.2536834,0.05958692,3.7116618
0.18466796,0.20974037,0.00573827,1.2473178,0.05936235,3.756682
0.18394962,0.20985264,0.005716179,1.2423232,0.059145674,3.7850306
0.18338576,0.21084236,0.0057002986,1.2387162,0.05894409,3.8270504
0.18389988,0.2050441,0.005684097,1.2450037,0.058831103,3.8318245
0.18068597,0.20818895,0.0056637977,1.216131,0.058506493,3.881696
0.18749316,0.21843153,0.005647061,1.2271287,0.05838511,3.4982858
0.19167538,0.22440973,0.005629554,1.2240078,0.058218855,3.1478374
0.1965324,0.22451481,0.005617516,1.2338941,0.058098532,2.8965418
0.20027454,0.22627376,0.005596299,1.2378397,0.057951327,2.6969435
0.20394762,0.2288741,0.005582608,1.245219,0.057852283,2.5218196
0.20695463,0.23251691,0.0055629807,1.2462372,0.057730846,2.4043791
0.21027295,0.2358501,0.0055520344,1.2555159,0.05762602,2.274868
0.21264559,0.23897229,0.005540457,1.2551154,0.05749515,2.1813648
0.2155427,0.24504843,0.0055263913,1.2591345,0.057379726,2.113124
0.21896534,0.24721491,0.005511618,1.2674633,0.0572963,2.0622916
0.22098553,0.24489167,0.0054972917,1.26721,0.05717423,1.9931213
0.2240999,0.25140288,0.005489539,1.2762175,0.0571051,1.9412042
0.22625805,0.25219867,0.0054756366,1.2757845,0.05697966,1.8993409
0.22918965,0.25358135,0.005462873,1.2806467,0.056918368,1.8711572
0.23140909,0.25657317,0.005448175,1.2808568,0.056783743,1.8397942
0.23450284,0.26159507,0.0054365415,1.2907646,0.056724787,1.8059219
0.2371069,0.26186782,0.005429262,1.2961007,0.056737747,1.772335
0.23856507,0.26601815,0.0054207495,1.2938821,0.056577116,1.7352561
0.24157974,0.26604152,0.005406884,1.3024448,0.056504875,1.714412
0.244072,0.26981035,0.005400816,1.3081659,0.05645882,1.6876949
0.2509779,0.26948324,0.005405556,1.3477978,0.05710771,1.6728535
0.24643159,0.27205637,0.005372492,1.2912784,0.056269143,1.6499279
0.24999267,0.28040695,0.0053630793,1.3085216,0.056206875,1.6277567
0.25298965,0.2808033,0.0053549744,1.3188263,0.05615458,1.6104233
0.25577316,0.28050795,0.0053440705,1.3281527,0.056100897,1.591742
0.2576603,0.2839183,0.005335178,1.3292702,0.05605961,1.5724645
0.2601713,0.28806585,0.005324099,1.3366598,0.05597219,1.5555717
0.2622238,0.28878883,0.0053122235,1.3366483,0.055896472,1.5456703
0.26481047,0.29211637,0.0053038294,1.3439418,0.05585189,1.5317383
0.2669359,0.295222,0.005298746,1.3470258,0.055769663,1.5186759
0.26912224,0.29703304,0.005288508,1.3518898,0.05572887,1.5033972
0.27112687,0.29690596,0.005285904,1.3543102,0.055666093,1.4906467
0.27298743,0.30086744,0.005274378,1.3562727,0.055600837,1.476943
0.27672005,0.30239192,0.0052730483,1.3754483,0.055703536,1.4637245
0.27644065,0.30600178,0.005258381,1.3545041,0.05544889,1.4574089
0.27890015,0.3066973,0.005249289,1.3637401,0.055435758,1.4427572
0.2885466,0.30875713,0.0052504176,1.4342557,0.056137864,1.434456
0.28180423,0.3082182,0.0052247625,1.3517926,0.055373218,1.4325672
0.28414312,0.3106358,0.0052183587,1.3628812,0.05529591,1.4159577
0.2874859,0.3146954,0.005210236,1.3823625,0.055312898,1.4012356
0.28994393,0.3176368,0.005209024,1.3928994,0.055296697,1.38785
0.29215568,0.3207791,0.0052003786,1.396505,0.05522356,1.382308
0.29445902,0.3207168,0.0051951045,1.4020197,0.055207945,1.3748312
0.2961644,0.32699624,0.005195096,1.4051152,0.055170875,1.3631248
0.29805815,0.32376945,0.0051831035,1.4095913,0.055111956,1.3529168
0.30016938,0.32753107,0.0051738634,1.4164331,0.055080645,1.3425397
0.30196148,0.32855764,0.005169757,1.42125,0.05506828,1.3308663
0.30352733,0.33032072,0.005158137,1.4193017,0.055006113,1.3259404
0.30553964,0.33794764,0.0051545547,1.4249372,0.054974087,1.3170171
0.3133137,0.33207065,0.0051541436,1.4825956,0.055649474,1.306671
0.30720034,0.33432186,0.005137016,1.4104849,0.054830268,1.3036218
0.31028152,0.33746403,0.0051368666,1.4272505,0.054854415,1.294481
0.31311804,0.34047166,0.005128304,1.4438624,0.05487643,1.2831233
0.31447425,0.33947027,0.00512622,1.4435364,0.054820757,1.2754134
0.31608304,0.34374878,0.0051216567,1.4457518,0.054787535,1.2677255
0.31817034,0.3467765,0.005109156,1.4547952,0.0547852,1.2578002
0.32038522,0.3475172,0.005102271,1.4639598,0.054798804,1.2492653
0.32157263,0.3473487,0.005097595,1.4637733,0.054708064,1.2411464
0.32366088,0.34993938,0.0050919475,1.4685092,0.054696843,1.2366502
0.3250757,0.3517806,0.0050908756,1.4697305,0.054657128,1.2293642
0.3245977,0.35113114,0.0050777644,1.467824,0.05461864,1.2268889
0.32453665,0.3512528,0.0050739157,1.4699987,0.054557275,1.2247213
0.32377973,0.35049018,0.005069809,1.4676864,0.05448171,1.220224
0.32364058,0.35014427,0.0050570928,1.4691088,0.054438587,1.2178539
0.32304412,0.350126,0.005053214,1.4669822,0.054335903,1.2150464
0.32178757,0.3502208,0.0050503034,1.4577489,0.054242264,1.2126538
0.32174388,0.34624484,0.0050447746,1.4618645,0.054200057,1.2085286
0.32116118,0.3482951,0.0050377892,1.4579158,0.054104205,1.207616
0.3215989,0.34871912,0.0050349925,1.4657071,0.054178756,1.203459
0.3201897,0.3471009,0.0050264974,1.4547508,0.053957563,1.2025442
0.32094294,0.35019302,0.005017169,1.4622471,0.053952325,1.2026416
0.31971368,0.34840325,0.005012816,1.4547771,0.05383777,1.1989692
0.3192555,0.34451914,0.005010446,1.4520284,0.053746127,1.1980546
0.31895673,0.34577498,0.005001218,1.4532394,0.053673808,1.1945888
0.31875888,0.3438424,0.0049967524,1.45438,0.053668644,1.1915253
0.3178666,0.34738135,0.0049926355,1.4505414,0.05354663,1.1876653
0.31754318,0.34321967,0.0049871625,1.4445388,0.053478416,1.1911216
0.31720835,0.34492666,0.004973726,1.4456495,0.05337052,1.1877551
0.31696135,0.34229785,0.0049707266,1.446967,0.053333662,1.1843388
0.15447344,0.1751636,0.004924839,1.0327076,0.05071019,1.7759507
0.14543682,0.17171629,0.004906633,0.948386,0.050107554,2.030915
0.14272691,0.16930538,0.004900674,0.923261,0.049910743,2.1532602
0.14078514,0.16818275,0.0048917783,0.9053549,0.049760465,2.2479894
0.13968404,0.16698042,0.004888056,0.8953727,0.04965796,2.3272514
0.1387451,0.1665401,0.004880274,0.88692737,0.049564335,2.3959012
0.13794798,0.16507131,0.004876772,0.8798757,0.049472723,2.4519274
0.13726623,0.16511944,0.0048726983,0.87377185,0.04940179,2.4971542
0.1367236,0.1638362,0.0048656566,0.86913157,0.049323868,2.532921
0.13612089,0.16385657,0.00485994,0.863903,0.04924459,2.5725532
0.13569003,0.16365801,0.0048538144,0.8602269,0.049181957,2.6049724
0.13526542,0.1629427,0.0048472504,0.85666424,0.04911427,2.63443
0.13487463,0.16241154,0.0048435205,0.85337144,0.04905314,2.6621177
0.13443078,0.16246332,0.004836997,0.84958345,0.04898875,2.6895995
0.13410865,0.16132005,0.004832582,0.84703714,0.048921663,2.713589
0.13377257,0.1618034,0.004826871,0.844265,0.048863385,2.7358906
0.13336548,0.16065921,0.0048222058,0.8408965,0.048793603,2.758683
0.13311324,0.1606819,0.0048154322,0.83893394,0.048738305,2.7828925
0.13273513,0.1604989,0.004810955,0.83577466,0.04867658,2.8049526
0.13240683,0.15990312,0.0048055523,0.8330744,0.048618834,2.8291836
0.13224572,0.15984803,0.0047994293,0.832027,0.048563067,2.8460186
0.1365947,0.16423975,0.0047947215,0.8308922,0.048511576,2.70866
0.14081267,0.16845864,0.0047900258,0.8346101,0.048487853,2.5154378
0.14465061,0.17221114,0.0047858497,0.8394084,0.048464965,2.3532426
0.14815608,0.17554279,0.0047802213,0.8440188,0.048448447,2.2241566
0.1515151,0.17918071,0.0047751106,0.8475842,0.048426475,2.142324
0.15490462,0.18225765,0.004773378,0.8518782,0.04841757,2.0821888
0.1581149,0.18570147,0.004768749,0.8565744,0.04840428,2.020825
0.16109654,0.18884574,0.0047635376,0.86044747,0.04838518,1.964269
0.16422537,0.19167612,0.004760558,0.8658171,0.04840018,1.9178274
0.1667704,0.19430324,0.004755222,0.86747396,0.048353616,1.8716316
0.16989481,0.1972011,0.004751272,0.8747816,0.048352383,1.8321346
0.17278843,0.20102736,0.004747006,0.87989026,0.04834286,1.7990916
0.1755824,0.20362554,0.004744619,0.8851161,0.048349366,1.7652441
0.17827012,0.20570764,0.004740386,0.8890829,0.04834123,1.7377093
0.18114127,0.20859347,0.0047380044,0.8938587,0.0483388,1.7177124
0.18391168,0.21131848,0.0047367774,0.89951456,0.04833861,1.6930482
0.18660067,0.21428514,0.0047308947,0.90272284,0.048337247,1.6771069
0.18922019,0.21719918,0.004731038,0.9073739,0.048325118,1.6561524
0.19216919,0.2200361,0.004727041,0.914057,0.048342098,1.640485
0.19440372,0.22209226,0.00472347,0.9145359,0.048348244,1.6238867
0.19732085,0.22461401,0.0047210995,0.92316604,0.048352618,1.605128
0.19976874,0.22653198,0.004717089,0.9265727,0.048347156,1.5897983
0.20235643,0.23000087,0.004712228,0.93087304,0.048348177,1.576949
0.20494448,0.23213872,0.004710878,0.93633246,0.04835247,1.5621916
0.20757562,0.2350483,0.004706218,0.9423671,0.04837418,1.5478587
0.20999353,0.23775287,0.004706301,0.945966,0.04837866,1.5357145
0.21252877,0.23971735,0.004702055,0.9516163,0.048379462,1.5226104
0.21488324,0.24200732,0.004700054,0.95584303,0.048394974,1.5092987
0.21729794,0.24519184,0.0046986085,0.9600578,0.04838122,1.4987808
0.21969995,0.24708007,0.0046948125,0.9653748,0.048409414,1.4856708
0.2221828,0.24931657,0.004692357,0.97037715,0.04843093,1.4757081
0.22461061,0.25212285,0.004690129,0.9756147,0.048446678,1.4650022
0.22710161,0.25509772,0.004687577,0.98146796,0.048450507,1.4551914
0.22942849,0.25674176,0.0046831784,0.9855878,0.048452564,1.4461558
0.23154113,0.25878477,0.0046819504,0.99015003,0.04845916,1.4331219
0.23386608,0.26133108,0.0046798033,0.99467295,0.04847927,1.4241924
0.23628944,0.26389334,0.0046761227,1.0007234,0.04848606,1.4150825
0.2386843,0.2662199,0.004674537,1.0058358,0.04849944,1.4073766
0.24053192,0.26798165,0.0046692477,1.0075243,0.048499346,1.3971266
0.24275424,0.2703093,0.004668364,1.0128663,0.04852091,1.387198
0.24513392,0.27408037,0.004666503,1.018096,0.048526857,1.380451
0.24744272,0.2743906,0.0046664346,1.0237012,0.0485545,1.3721637
0.24959229,0.27694637,0.004661864,1.0289037,0.048564397,1.3628554
0.25184706,0.2791173,0.0046593933,1.035178,0.048588235,1.353751
0.2539809,0.2811066,0.0046606543,1.0387317,0.048619244,1.3469658
0.25616416,0.28425732,0.004655332,1.0430913,0.048612937,1.3405638
0.2580158,0.28592944,0.00465187,1.0461966,0.048619214,1.3316394
0.2603604,0.2878594,0.0046507106,1.0534173,0.048691217,1.3232795
0.2623476,0.28965166,0.0046510496,1.0562934,0.04867437,1.3172917
0.26427168,0.29081464,0.004647734,1.0602431,0.04869339,1.3090703
0.26644003,0.29450852,0.004645747,1.0656132,0.048694026,1.3025897
0.26877236,0.29739746,0.0046469434,1.0726658,0.04871553,1.2960641
0.2708798,0.29870784,0.0046466924,1.0762901,0.04873808,1.29111
0.27252996,0.30027443,0.004643032,1.0793924,0.04874257,1.282043
0.27437037,0.30269533,0.0046412554,1.083168,0.048764955,1.2744488
0.27659458,0.303711,0.004637612,1.0886788,0.04880501,1.2691925
0.278821,0.3067188,0.0046359375,1.0957842,0.048835292,1.2625649
0.28162736,0.30742684,0.0046345764,1.1094515,0.04891445,1.2548718
0.28215572,0.30964074,0.0046335147,1.0985363,0.048842326,1.250811
0.2846538,0.3127531,0.0046320185,1.1083336,0.048880648,1.2447658
0.28449708,0.31135252,0.00463026,1.1082773,0.048856713,1.243496
0.28415734,0.31233335,0.0046258746,1.1070762,0.048831277,1.2415584
0.2843137,0.31187913,0.0046253614,1.1105949,0.04883418,1.2395748
0.28414103,0.3122277,0.004626753,1.1095742,0.048814196,1.2390672
0.28447452,0.31091124,0.0046212007,1.111364,0.048830755,1.2404524
0.28356355,0.31225222,0.00461704,1.1046739,0.04874455,1.2388992
0.28321955,0.31174043,0.0046158596,1.1051754,0.048723426,1.2351699
0.28325334,0.31103876,0.0046157995,1.1083665,0.048726123,1.2322896
0.28336725,0.31133094,0.0046130526,1.1102575,0.048739497,1.2314068
0.2830875,0.31134233,0.0046120035,1.1065849,0.04868795,1.2327985
0.28305152,0.3100994,0.004607004,1.107841,0.0486834,1.2312331
0.28292948,0.3111631,0.004607185,1.1088667,0.048685584,1.2289653
0.28247106,0.31069553,0.0046019494,1.1055737,0.04864256,1.2281094
0.28256536,0.30974394,0.0046006376,1.1072454,0.048633717,1.2274702
0.28245518,0.309967,0.004601375,1.1066775,0.048601694,1.2272558
0.2824759,0.31015214,0.004599955,1.1066697,0.04858242,1.2276651
0.28191993,0.30986565,0.00459892,1.1032035,0.048538987,1.2260069
0.2820541,0.30951083,0.004594133,1.1066806,0.04856596,1.2236067
0.2822837,0.3094098,0.0045921314,1.1099939,0.048572555,1.2225251
0.13875453,0.16019522,0.0045715417,0.91105205,0.04719219,1.5947324
0.13015729,0.15645146,0.0045605227,0.8311332,0.046587925,1.8657049
